exec, num_threads, reps, res1, t1, res2, t2 
3, 4, 3, -343021.474766, 0.428491, -25242644.603147, 5.429107
3, 4, 4, -343021.474766, 0.449430, -25242644.603147, 5.430476
3, 4, 5, -343021.474766, 0.449115, -25242644.603147, 5.430673
3, 4, 6, -343021.474766, 0.450861, -25242644.603147, 5.429083
3, 4, 7, -343021.474766, 0.450539, -25242644.603147, 5.431513
3, 4, 8, -343021.474766, 0.434519, -25242644.603147, 5.429320
3, 4, 9, -343021.474766, 0.425208, -25242644.603147, 5.429344
3, 4, 10, -343021.474766, 0.448111, -25242644.603147, 5.430394
3, 6, 0, -343021.474766, 0.312247, -25242644.603147, 4.786264
3, 6, 1, -343021.474766, 0.310420, -25242644.603147, 4.786289
3, 6, 2, -343021.474766, 0.311383, -25242644.603147, 4.785392
3, 6, 3, -343021.474766, 0.311141, -25242644.603147, 4.784691
3, 6, 4, -343021.474766, 0.349885, -25242644.603147, 4.794374
3, 6, 5, -343021.474766, 0.344113, -25242644.603147, 4.785118
3, 6, 6, -343021.474766, 0.291890, -25242644.603147, 4.784178
3, 6, 7, -343021.474766, 0.310517, -25242644.603147, 4.786478
3, 6, 8, -343021.474766, 0.306207, -25242644.603147, 4.784737
3, 6, 9, -343021.474766, 0.358062, -25242644.603147, 4.786529
3, 6, 10, -343021.474766, 0.295021, -25242644.603147, 4.785125
3, 8, 0, -343021.474766, 0.245010, -25242644.603147, 4.397479
3, 8, 1, -343021.474766, 0.237890, -25242644.603147, 4.397768
3, 8, 2, -343021.474766, 0.244991, -25242644.603147, 4.414026
3, 8, 3, -343021.474766, 0.252525, -25242644.603147, 4.397811
3, 8, 4, -343021.474766, 0.253305, -25242644.603147, 4.396223
3, 8, 5, -343021.474766, 0.226569, -25242644.603147, 4.396899
3, 8, 6, -343021.474766, 0.224908, -25242644.603147, 4.396895
3, 8, 7, -343021.474766, 0.249270, -25242644.603147, 4.397649
3, 8, 8, -343021.474766, 0.255143, -25242644.603147, 4.397955
3, 8, 9, -343021.474766, 0.237514, -25242644.603147, 4.397309
3, 8, 10, -343021.474766, 0.241633, -25242644.603147, 4.402972
3, 12, 0, -343021.474766, 0.218933, -25242644.603147, 3.898258
3, 12, 1, -343021.474766, 0.179703, -25242644.603147, 3.891399
3, 12, 2, -343021.474766, 0.182656, -25242644.603147, 3.880758
3, 12, 3, -343021.474766, 0.171560, -25242644.603147, 3.880304
3, 12, 4, -343021.474766, 0.174695, -25242644.603147, 3.880345
3, 12, 5, -343021.474766, 0.165619, -25242644.603147, 3.880981
3, 12, 6, -343021.474766, 0.176482, -25242644.603147, 3.881268
3, 12, 7, -343021.474766, 0.174298, -25242644.603147, 3.892202
3, 12, 8, -343021.474766, 0.226724, -25242644.603147, 3.880643
3, 12, 9, -343021.474766, 0.175947, -25242644.603147, 3.879930
3, 12, 10, -343021.474766, 0.224651, -25242644.603147, 3.880369
3, 16, 0, -343021.474766, 0.182752, -25242644.603147, 2.846903
3, 16, 1, -343021.474766, 0.125393, -25242644.603147, 2.846295
3, 16, 2, -343021.474766, 0.153333, -25242644.603147, 2.846281
3, 16, 3, -343021.474766, 0.136317, -25242644.603147, 2.846656
3, 16, 4, -343021.474766, 0.145267, -25242644.603147, 2.846413
3, 16, 5, -343021.474766, 0.161974, -25242644.603147, 2.865201
3, 16, 6, -343021.474766, 0.158222, -25242644.603147, 2.846854
3, 16, 7, -343021.474766, 0.133308, -25242644.603147, 2.848570
3, 16, 8, -343021.474766, 0.137404, -25242644.603147, 2.846063
3, 16, 9, -343021.474766, 0.139515, -25242644.603147, 2.847139
3, 16, 10, -343021.474766, 0.159228, -25242644.603147, 2.851969
